retweet,likes,reply,num,image,video,gif
1,2,1,2,1,0,0
3,25,2,7,6,0,0
6,23,1,6,1,0,0
2,9,5,9,7,0,0
0,1,1,1,0,0,0
0,1,0,3,0,1,0
3,9,6,10,9,0,0
2,9,0,3,1,0,0
0,2,1,3,2,0,0
4,10,3,8,7,0,0
0,5,1,3,0,1,0
0,3,1,1,0,0,0
3,3,2,7,2,0,0
0,3,0,2,1,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
251,1105,96,94,11,0,0
68,276,20,64,11,0,0
69,436,31,48,5,0,0
67,239,24,36,10,1,0
44,204,13,40,12,0,0
70,541,45,35,7,0,0
41,247,12,22,6,0,0
70,836,23,21,8,0,0
46,347,40,26,9,0,0
13,66,10,20,3,0,0
11,77,8,14,2,0,0
4,14,1,7,0,0,0
6,26,5,6,1,0,0
5,19,0,9,2,1,0
15,137,6,10,2,1,0
8,90,2,10,1,0,0
0,3,0,3,1,0,0
1,25,4,12,0,1,0
1,6,1,7,0,0,0
4,12,1,8,4,0,0
3,9,2,5,2,0,0
0,1,0,2,0,0,0
0,3,1,3,1,0,0
8,10,3,7,1,0,0
13,66,6,10,2,0,0
5,44,4,9,3,0,0
47,174,7,19,8,0,0
44,271,7,12,5,0,0
4,14,1,8,3,0,0
2,29,3,22,8,0,0
16,63,2,11,6,0,0
8,18,3,12,3,0,0
8,38,4,16,4,0,0
0,11,1,5,1,0,0
12,33,9,7,1,0,0
9,48,7,5,2,1,0
5,27,5,7,1,0,0
5,10,2,9,3,0,0
23,183,15,11,4,0,0
1,11,1,5,3,0,0
5,12,1,9,6,0,0
8,20,1,3,0,1,0
1,7,0,3,3,0,0
1,1,0,2,1,0,0
5,32,0,1,1,0,0
3,9,1,7,1,0,0
0,0,0,1,0,0,0
4,16,1,5,1,0,0
7,22,1,6,3,0,0
8,23,4,17,6,2,0
35,362,3,20,5,0,0
6,24,2,6,1,0,0
104,490,84,9,3,0,0
1,6,0,6,3,0,0
37,116,9,10,5,0,0
8,37,7,11,3,0,0
31,763,25,9,1,0,0
9,104,7,9,3,0,0
0,23,2,5,1,0,0
8,32,4,9,1,0,0
6,14,0,4,1,0,0
2,24,2,5,0,0,0
79,270,85,12,2,0,0
4,25,2,4,1,0,0
1,4,0,2,0,0,0
0,9,1,3,1,1,0
2,3,0,1,0,0,0
2,25,0,3,3,0,0
0,1,0,3,1,0,0
0,4,0,3,0,0,0
0,5,0,3,0,0,0
5,21,0,6,0,0,0
158,741,40,86,7,0,0
100,706,36,50,7,0,0
42,346,12,46,12,0,0
40,147,9,23,3,0,0
14,64,7,21,8,0,0
15,51,3,16,5,0,0
18,169,4,14,4,0,0
44,656,39,32,14,0,0
17,77,10,18,3,0,0
27,346,10,20,6,0,0
7,34,0,13,4,0,0
93,1118,81,10,2,0,0
2,19,0,5,3,0,0
11,105,4,11,7,2,0
2,6,0,6,0,0,0
1,2,0,3,0,0,0
0,6,0,4,2,0,0
0,2,0,4,4,0,0
1,21,1,3,1,0,0
0,1,0,3,1,0,0
2,3,0,5,0,0,0
3,5,0,4,0,0,0
17,186,19,7,0,0,0
2,15,1,3,0,0,0
0,0,0,2,2,0,0
4,21,2,7,2,0,0
42,247,154,14,4,0,0
14,45,14,9,4,0,0
61,185,16,18,8,0,0
2,21,13,16,1,0,0
21,66,3,19,8,1,0
24,148,14,11,2,0,0
10,73,9,14,3,2,0
9,17,1,8,1,0,0
3,46,11,11,4,0,0
3,31,2,7,2,0,0
4,14,2,6,1,0,0
4,20,1,6,1,0,0
21,94,2,5,4,0,0
39,85,3,4,1,0,0
4,65,0,1,1,0,0
0,15,0,2,0,0,0
0,2,0,1,0,0,0
1,4,0,2,2,0,0
1,2,3,1,0,0,0
0,2,0,3,3,0,0
1,0,0,1,0,0,0
2,10,0,3,2,0,0
0,0,1,3,1,0,0
1,78,7,4,0,0,0
14,158,3,6,2,1,0
13,59,1,5,2,0,0
8,30,0,7,2,1,0
6,19,2,6,1,1,0
4,30,7,9,2,0,0
8,29,1,5,1,0,0
15,25,1,2,1,0,0
1,4,1,3,2,0,0
16,188,4,4,3,0,0
1,5,0,3,0,1,0
0,13,1,3,1,1,0
4,21,0,1,0,0,0
1,2,0,5,1,0,0
0,0,0,1,1,0,0
0,0,0,1,0,0,0
2,6,1,1,0,0,0
1,7,0,3,3,0,0
0,11,0,7,6,0,0
21,38,0,5,0,0,0
1,10,1,3,1,0,0
8,27,5,5,2,0,0
1,8,1,3,1,0,0
6,46,7,6,2,0,0
3,15,1,3,1,0,0
6,6,0,2,0,0,0
6,18,0,6,0,0,0
17,45,8,3,2,0,0
12,49,10,8,0,4,0
0,1,0,1,1,0,0
4,7,1,3,0,0,0
6,13,1,2,1,0,0
8,15,0,2,1,0,0
1,4,0,4,0,0,0
1,3,0,2,1,0,0
10,26,2,1,1,0,0
3,11,0,3,0,1,0
5,8,2,7,1,0,0
2,16,0,10,1,0,0
17,86,12,12,2,0,0
40,117,10,22,10,1,0
62,148,5,32,17,0,0
91,233,38,52,23,0,0
58,180,9,35,12,1,0
12,25,4,11,2,0,0
128,851,75,65,7,0,0
33,151,23,40,7,0,0
44,229,20,39,7,1,0
67,673,16,12,1,0,0
2,14,4,10,3,0,0
9,31,3,17,4,1,0
3,53,4,9,3,0,0
38,109,8,16,7,2,0
0,31,4,11,5,0,0
9,15,1,4,0,0,0
2,5,0,3,0,0,0
0,2,0,1,0,0,0
37,162,10,5,0,0,0
1,30,6,6,0,1,0
0,2,0,4,0,0,0
0,18,7,7,2,1,0
2,10,1,6,2,0,0
14,76,3,8,4,0,0
21,47,3,16,3,0,0
12,26,5,7,1,0,0
41,114,2,11,3,1,0
22,101,10,24,7,0,0
4,10,2,7,2,0,0
21,118,6,20,8,0,0
15,27,4,10,1,0,0
2,10,0,5,0,0,0
1,15,1,6,1,0,0
642,4450,177,36,5,0,0
8,85,9,19,0,0,0
1,4,0,7,3,1,0
11,34,3,8,1,1,0
8,29,1,13,5,0,0
7,39,5,2,0,0,0
0,3,0,2,2,0,0
0,16,3,7,3,0,0
9,38,9,10,6,0,0
1,7,0,6,1,0,0
3,7,0,3,1,0,0
12,40,2,8,1,0,0
2,26,1,3,0,0,0
11,36,1,8,0,0,0
19,130,4,10,2,1,0
79,509,11,15,8,0,0
26,110,3,14,2,0,0
26,108,3,22,2,1,0
36,326,10,25,8,1,0
22,107,5,37,11,0,0
49,401,37,26,7,1,0
10,30,4,16,3,0,0
1,3,0,11,3,0,0
60,313,8,19,6,0,0
29,80,7,88,2,0,0
18,126,35,102,8,0,0
8,33,2,16,5,1,0
104,676,23,6,0,0,0
6,19,0,10,6,0,0
0,7,0,7,1,0,0
16,83,4,5,3,0,0
2,6,0,3,1,0,0
7,9,0,9,1,0,0
4,7,1,4,1,0,0
0,0,0,1,1,0,0
2,3,1,7,3,0,0
0,1,0,1,0,0,0
50,350,12,4,2,0,0
2,13,7,9,2,0,0
18,57,1,11,5,0,0
4,56,13,19,2,0,0
29,157,11,20,8,1,0
20,77,6,11,2,0,0
13,60,5,8,3,0,0
3,5,0,6,1,0,0
5,11,3,15,2,0,0
101,302,41,28,5,0,0
92,573,36,12,3,0,0
5,40,7,12,5,0,0
4,14,0,7,1,0,0
7,20,3,10,3,0,0
8,60,11,2,0,0,0
17,74,9,13,7,1,0
1,10,0,5,1,0,0
7,55,6,5,3,1,0
0,7,0,3,1,0,0
3,6,2,3,1,0,0
2,11,1,9,1,1,0
1,1,0,3,1,0,0
0,1,0,5,1,0,0
2,1,0,5,1,0,0
1,8,1,11,4,1,0
0,1,0,2,0,0,0
30,101,3,13,4,0,0
54,249,40,19,5,0,0
28,89,4,18,2,1,0
29,145,6,15,0,1,0
65,581,48,16,7,0,0
77,281,12,9,3,0,0
19,53,3,11,4,0,0
18,97,14,13,4,1,0
23,126,5,17,7,1,0
278,1672,86,31,10,0,0
35,252,16,24,7,2,0
9,39,3,15,6,0,0
4,24,0,8,3,0,0
3,12,3,11,3,0,0
2,14,1,5,1,0,0
171,1775,78,5,2,0,0
0,6,0,5,3,0,0
0,7,2,5,2,0,0
0,0,0,1,0,0,0
2,21,0,4,0,0,0
1,3,0,2,0,0,0
3,8,2,3,1,0,0
0,1,0,2,1,0,0
3,6,1,3,0,0,0
3,5,1,4,3,0,0
0,2,0,3,1,0,0
0,7,1,6,2,0,0
19,212,7,6,0,0,0
7,39,5,9,4,0,0
1,5,0,4,4,0,0
270,2232,118,5,2,0,0
9,40,5,7,3,0,0
4,29,6,5,1,0,0
0,5,0,6,2,0,0
10,184,39,6,6,0,0
14,181,5,9,3,0,0
110,1548,94,14,4,1,0
0,2,0,7,4,0,0
1,3,1,1,0,0,0
0,4,0,1,0,0,0
5,20,1,9,5,2,0
2,13,0,7,4,0,0
0,9,2,4,1,0,0
1,1,0,3,1,0,0
1,9,1,6,3,0,0
0,2,1,3,2,0,0
1,1,0,1,1,0,0
1,19,4,2,0,0,0
0,3,0,2,1,0,0
6,172,13,4,1,0,0
2,3,1,6,4,0,0
7,16,0,6,4,0,0
29,188,13,7,3,0,0
3,6,0,9,6,0,0
9,30,3,8,2,1,0
5,67,3,6,4,0,0
6,51,1,6,1,1,0
44,155,10,10,1,3,0
30,73,5,11,8,0,0
22,43,1,10,5,0,0
3,8,2,7,5,2,0
11,27,1,7,6,0,0
41,273,14,5,3,0,0
1,6,0,1,0,0,0
2,4,6,5,1,0,0
1,13,0,1,0,0,0
2,15,2,2,1,0,0
2,6,0,2,2,0,0
0,1,0,2,0,0,0
3,6,0,3,0,0,0
73,618,32,9,1,1,0
122,695,38,63,9,0,0
29,119,14,35,9,0,0
60,265,26,50,7,0,0
77,729,43,43,16,1,0
56,340,43,35,4,0,0
16,131,4,21,5,0,0
52,227,19,29,8,2,0
20,108,9,23,8,1,0
17,45,3,17,2,0,0
16,176,10,16,4,0,0
18,101,10,17,3,0,0
9,34,2,9,2,0,0
8,33,1,12,6,0,0
6,35,6,14,4,0,0
5,43,5,10,5,0,0
1,3,0,5,1,0,0
3,10,0,10,2,0,0
2,16,3,10,0,1,0
0,2,0,4,3,0,0
3,12,0,8,4,0,0
1,2,0,2,2,0,0
3,24,6,4,2,0,0
1,3,1,3,0,0,0
0,1,0,1,0,0,0
3,16,1,8,2,0,0
1,10,1,7,2,0,0
25,75,4,19,3,0,0
50,187,11,19,12,1,0
18,40,1,9,2,0,0
5,18,0,7,2,0,0
27,233,9,13,9,0,0
23,68,3,17,4,2,0
15,36,2,8,2,0,0
13,39,4,12,5,1,0
1,4,1,7,3,0,0
32,738,48,13,1,0,0
5,72,3,8,3,0,0
0,3,0,3,0,0,0
16,107,9,3,1,0,0
11,42,5,6,1,2,0
1,2,0,3,0,0,0
3,5,0,1,1,0,0
1,24,3,5,1,0,0
0,2,0,3,1,0,0
0,3,0,3,2,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
0,0,0,2,0,0,0
4,17,2,7,2,0,0
7,17,5,7,0,0,0
22,78,7,16,6,0,0
31,82,5,11,3,0,0
41,169,12,16,5,0,0
33,142,10,12,7,0,0
66,155,4,10,6,0,0
4,7,0,10,1,0,0
1,9,2,4,0,0,0
11,39,2,6,3,0,0
6,13,0,6,2,0,0
9,22,6,8,2,1,0
0,14,5,5,3,0,0
4,11,1,5,0,3,0
6,119,3,5,3,1,0
2,11,0,3,0,0,0
2,9,1,2,0,0,0
5,13,0,1,0,0,0
0,0,0,3,0,0,0
0,1,0,2,1,0,0
0,7,1,2,1,0,0
3,4,0,1,0,0,0
1,2,0,3,2,0,0
1,7,1,6,0,0,0
9,38,6,9,2,0,0
37,115,3,11,6,0,0
48,120,5,15,7,1,0
34,243,6,13,5,0,0
45,91,4,9,5,0,0
26,64,1,18,9,0,0
21,72,5,16,8,0,0
22,60,4,13,4,0,0
23,54,6,18,10,0,0
3,8,2,7,3,1,0
11,49,3,17,7,1,0
10,19,2,9,4,0,0
1,10,2,6,2,0,0
0,1,0,6,3,0,0
1,3,2,4,3,0,0
4,17,1,7,1,1,0
2,13,1,4,1,0,0
6,29,2,5,1,0,0
0,0,0,2,1,0,0
2,7,0,3,0,0,0
1,12,0,3,1,0,0
7,23,2,3,1,0,0
4,8,1,4,1,0,0
0,0,2,1,0,0,0
10,27,1,7,3,0,0
2,9,2,5,1,0,0
49,94,4,25,13,4,0
14,27,2,10,1,0,0
38,148,12,6,3,0,0
3,14,0,8,2,0,0
88,607,29,16,5,0,0
24,110,9,16,5,0,0
33,277,4,8,1,0,0
7,106,7,3,2,0,0
39,363,14,9,2,0,0
2,25,3,4,1,0,0
0,4,1,4,2,0,0
3,18,2,4,1,0,0
1,11,0,4,0,0,0
1,9,0,4,1,0,0
0,0,0,2,1,0,0
1,3,3,3,1,0,0
0,0,0,2,1,0,0
0,0,0,1,1,0,0
6,9,1,3,1,1,0
0,0,0,1,1,0,0
0,16,2,2,0,0,0
1,7,2,4,1,0,0
0,1,0,3,2,0,0
1,1,0,5,1,0,0
15,329,11,10,2,0,0
1,7,1,2,0,0,0
1,5,0,5,2,0,0
0,5,0,1,0,0,0
2,36,4,1,1,0,0
0,1,0,1,0,0,0
0,0,0,1,0,0,0
43,409,12,6,1,0,0
0,0,0,1,0,0,0
2,7,0,5,1,2,0
0,0,0,1,1,0,0
0,0,0,1,0,0,0
1,1,0,2,2,0,0
2,9,0,3,1,0,0
0,1,0,1,1,0,0
0,2,0,1,1,0,0
0,1,0,1,1,0,0
1,3,0,1,1,0,0
5,19,3,4,1,0,0
5,13,5,2,1,0,0
2,7,0,5,1,0,0
10,167,10,3,2,0,0
0,0,0,1,1,0,0
6,25,8,6,2,0,0
1,2,0,8,2,0,0
1,6,1,3,0,1,0
2,9,0,4,0,0,0
8,32,0,4,2,0,0
2,19,2,4,1,0,0
0,8,0,5,1,0,0
6,31,0,5,2,0,0
4,24,1,5,2,0,0
1,4,0,2,0,1,0
3,13,1,5,1,0,0
1,1,0,2,0,0,0
0,2,1,2,1,0,0
3,7,0,7,2,0,0
0,4,0,2,0,0,0
0,2,0,2,1,0,0
5,7,0,7,3,0,0
39,287,11,10,5,0,0
18,71,20,16,2,2,0
66,166,3,17,8,1,0
26,109,18,18,6,0,0
2,5,0,3,0,0,0
15,87,10,26,7,0,0
72,443,14,24,10,0,0
24,120,3,18,2,0,0
295,2115,138,57,18,0,0
87,460,37,67,15,0,0
18,58,18,19,3,0,0
7,28,2,19,5,1,0
2,9,2,7,5,0,0
4,20,0,6,0,0,0
2,8,0,6,2,0,0
97,621,43,12,5,0,0
1,14,4,8,3,0,0
4,16,1,4,1,0,0
0,9,0,5,0,0,0
0,10,2,8,2,0,0
26,507,23,10,1,0,0
1,5,0,3,1,0,0
13,245,8,8,0,0,0
24,108,4,19,2,1,0
82,647,23,29,7,0,0
73,640,44,26,4,2,0
87,603,22,24,9,0,0
9,47,2,29,9,1,0
42,126,1,14,10,0,0
14,38,1,9,6,0,0
4,15,2,7,1,0,0
18,59,2,8,4,0,0
10,34,60,13,2,0,0
13,85,11,9,3,0,0
14,37,3,6,2,0,0
3,9,3,5,1,0,0
2,14,1,2,0,0,0
3,16,2,4,0,0,0
1,2,0,1,0,0,0
1,8,0,6,1,1,0
0,0,0,1,1,0,0
1,3,0,1,0,0,0
0,0,0,1,0,0,0
4,14,0,3,1,0,0
0,2,0,2,0,0,0
0,1,0,3,1,0,0
12,75,2,61,2,0,0
1,13,2,20,1,0,0
21,63,6,24,9,1,0
46,363,44,28,7,1,0
8,37,3,8,3,0,0
21,94,10,14,7,1,0
40,82,20,13,2,0,0
17,149,2,9,1,0,0
23,63,6,17,6,0,0
5,35,1,9,4,1,0
16,88,9,7,1,0,0
1,6,0,5,2,0,0
20,221,2,6,1,0,0
0,4,0,3,1,0,0
1,3,0,4,0,0,0
0,0,0,2,0,0,0
1,5,0,2,0,0,0
1,8,0,1,1,0,0
1,4,0,3,1,0,0
0,2,0,2,0,0,0
9,17,1,6,0,0,0
6,7,3,5,0,0,0
6,47,1,7,2,0,0
7,17,1,9,2,0,0
10,19,1,7,2,0,0
16,107,8,19,4,1,0
32,125,1,12,3,0,0
2,10,2,11,0,0,0
13,41,3,9,2,0,0
3,9,2,8,1,0,0
7,47,16,7,1,0,0
11,54,5,13,4,0,0
58,381,27,9,1,0,0
12,29,4,6,2,0,0
8,12,0,8,2,0,0
0,4,1,3,0,0,0
9,42,2,5,2,0,0
4,4,0,5,0,0,0
6,16,2,5,0,0,0
0,0,0,1,0,0,0
1,3,1,1,0,0,0
2,4,1,2,0,0,0
3,42,1,2,0,0,0
1,15,1,2,0,0,0
4,21,0,4,1,0,0
28,142,5,8,4,0,0
14,50,4,11,2,0,0
11,26,6,16,7,1,0
34,188,7,14,7,0,0
14,73,6,15,8,0,0
15,51,4,4,1,0,0
12,38,4,18,2,0,0
10,43,5,18,9,0,0
8,17,0,17,9,0,0
1,32,2,16,2,0,0
3,8,1,7,0,2,0
7,18,3,5,2,0,0
2,1,1,2,0,0,0
2,5,0,5,4,0,0
0,1,0,1,0,0,0
0,0,0,2,1,0,0
5,25,2,2,0,0,0
1,6,0,2,0,0,0
1,4,1,1,0,0,0
0,0,1,1,1,0,0
47,127,7,1,1,0,0
0,4,1,2,0,0,0
5,35,8,2,0,0,0
6,66,5,5,0,0,0
0,1,0,1,0,0,0
1,0,0,2,0,0,0
5,25,2,2,1,0,0
0,2,0,2,0,0,0
1,10,1,5,2,0,0
0,2,1,1,0,0,0
0,0,0,2,0,0,0
0,1,1,3,0,0,0
3,34,13,4,1,0,0
15,42,3,7,1,0,0
0,1,0,1,0,0,0
3,7,0,2,1,0,0
1,12,1,7,1,1,0
0,0,0,2,0,0,0
113,1180,22,1,0,0,0
3,7,0,2,1,0,0
0,0,0,1,1,0,0
0,1,0,1,1,0,0
1,1,0,1,1,0,0
4,238,8,2,1,0,0
0,1,0,2,0,0,0
1,0,0,1,1,0,0
0,0,0,1,1,0,0
0,3,0,2,0,0,0
0,0,1,4,0,0,0
0,1,0,3,0,1,0
7,44,4,7,2,0,0
30,66,0,8,6,0,0
8,19,5,5,2,0,0
8,12,0,4,0,0,0
1,4,1,2,0,0,0
1,4,0,2,0,0,0
15,51,4,7,1,0,0
0,2,0,1,1,0,0
6,20,1,3,0,0,0
0,0,1,1,0,0,0
9,19,1,4,1,0,0
10,33,0,2,1,0,0
0,4,0,1,0,0,0
12,48,1,3,0,0,0
6,11,0,3,1,0,0
85,482,15,25,2,0,0
19,46,1,15,0,0,0
75,214,4,17,3,0,0
73,562,22,20,4,0,0
83,280,14,28,7,0,0
18,69,2,14,3,0,0
27,288,25,14,6,0,0
18,50,3,16,6,0,0
43,136,7,23,6,1,0
47,173,11,13,6,0,0
37,252,100,11,3,0,0
9,191,2,6,3,0,0
8,31,3,11,4,0,0
0,0,0,2,0,0,0
30,158,9,5,2,0,0
3,13,1,5,0,0,0
0,1,0,2,1,0,0
1,7,2,3,1,0,0
0,2,0,2,0,0,0
2,2,0,2,0,0,0
0,0,0,1,0,0,0
1,7,1,2,0,0,0
6,12,0,4,1,0,0
10,17,0,5,2,0,0
24,71,2,17,5,0,0
27,66,4,11,4,0,0
7,14,1,12,0,1,0
12,35,3,8,1,1,0
23,139,25,15,8,0,0
9,96,4,11,2,0,0
44,269,19,20,10,0,0
8,48,2,15,0,1,0
2,9,6,3,0,0,0
1,11,1,10,2,0,0
0,3,0,1,0,0,0
10,33,1,5,2,0,0
20,88,2,4,0,0,0
9,33,1,9,1,0,0
9,15,1,3,1,0,0
4,12,3,7,0,0,0
1,2,0,2,0,0,0
4,28,3,2,1,0,0
45,134,8,3,1,0,0
67,256,10,3,1,0,0
1,4,0,8,3,0,0
4,24,3,2,0,0,0
29,286,12,5,0,0,0
10,36,5,11,2,0,0
4,17,4,9,3,0,0
11,89,6,11,6,0,0
38,157,8,17,8,0,0
13,66,8,15,3,0,0
16,59,9,10,6,0,0
19,361,24,8,3,0,0
30,133,10,25,8,0,0
46,219,17,27,11,1,0
57,396,19,16,3,0,0
6,16,0,9,2,0,0
18,59,4,13,3,1,0
7,45,8,7,2,0,0
5,28,5,6,0,0,0
11,23,0,4,1,0,0
1,8,0,4,0,0,0
4,20,1,5,2,0,0
7,16,4,6,1,0,0
0,0,0,1,0,0,0
0,0,0,2,0,0,0
15,121,9,1,0,0,0
11,25,0,4,3,0,0
13,66,3,5,0,0,0
19,73,6,17,2,0,0
79,187,7,27,10,1,0
27,79,4,13,8,0,0
18,52,1,14,3,0,0
16,52,4,24,4,0,0
32,128,9,25,6,1,0
25,240,17,13,1,0,0
9,59,4,10,2,0,0
424,2351,98,8,3,0,0
12,57,2,6,2,0,0
14,44,5,5,4,0,0
1,5,0,5,1,0,0
4,26,2,5,0,1,0
21,195,9,5,0,0,0
1,1,0,3,1,0,0
1,4,3,4,0,0,0
1,16,0,2,0,0,0
0,1,0,1,1,0,0
0,1,1,3,0,0,0
3,6,0,3,0,0,0
0,1,0,1,0,0,0
6,5,2,4,1,0,0
6,18,0,6,1,0,0
11,21,4,16,2,0,0
10,36,4,14,3,1,0
0,6,1,9,2,0,0
121,992,92,12,4,0,0
46,128,11,16,7,0,0
26,70,2,19,8,0,0
135,613,48,13,1,0,0
0,4,1,4,0,0,0
2,8,0,4,2,0,0
12,56,8,10,3,0,0
0,1,0,2,1,0,0
10,63,4,10,1,0,0
0,0,0,2,0,0,0
2,11,2,1,0,0,0
0,9,0,1,0,0,0
19,92,3,3,0,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
1,0,1,1,0,1,0
0,2,0,2,0,0,0
1,0,0,1,0,0,0
1,1,0,2,1,0,0
7,38,2,3,0,0,0
0,2,0,1,0,0,0
1,1,0,2,2,0,0
1,3,0,3,0,0,0
0,2,2,1,0,0,0
3,7,1,8,3,0,0
0,2,0,1,0,0,0
2,4,0,1,0,0,0
1,14,0,1,0,0,0
10,91,24,6,1,0,0
23,157,10,6,2,0,0
3,0,1,4,0,1,0
0,0,0,1,1,0,0
34,182,10,8,1,3,0
3,9,4,9,2,3,0
0,2,2,4,0,2,0
0,2,0,3,0,0,0
0,1,2,1,0,0,0
0,0,0,1,0,0,0
0,4,0,1,0,0,0
3,13,4,1,0,0,0
14,164,2,2,2,0,0
3,24,0,3,1,0,0
5,49,3,4,0,0,0
0,3,1,2,1,0,0
15,244,23,4,2,0,0
0,5,1,1,0,0,0
5,14,0,2,0,0,0
1,12,1,4,0,0,0
3,20,6,8,1,0,0
0,0,0,2,0,0,0
1,7,2,8,0,0,0
2,9,0,5,1,0,0
0,5,0,2,0,0,0
0,2,0,1,0,0,0
0,2,0,3,0,0,0
0,0,0,1,0,0,0
1,0,1,2,0,0,0
0,1,0,5,0,4,0
4,10,0,8,0,0,0
1,17,0,1,0,0,0
0,0,1,2,0,0,0
3,13,0,2,1,0,0
0,9,1,2,1,0,0
5,74,6,4,1,0,0
15,261,3,8,2,0,0
2,27,1,10,5,0,0
50,602,12,21,10,1,0
31,156,7,12,7,0,0
10,52,4,9,3,0,0
0,7,1,7,2,0,0
21,90,6,10,2,0,0
6,34,7,6,0,0,0
2,16,2,8,1,0,0
56,487,14,9,2,0,0
8,23,0,7,2,0,0
2,1,0,3,0,0,0
2,9,3,5,1,0,0
14,73,0,6,2,0,0
2,10,3,3,1,0,0
10,116,27,1,0,0,0
0,1,2,2,0,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
0,2,0,2,1,0,0
0,3,0,2,0,0,0
2,14,0,4,3,0,0
25,218,16,4,2,0,0
37,153,18,10,2,0,0
35,262,21,15,6,0,0
18,70,8,10,5,0,0
10,65,8,15,5,0,0
21,70,4,9,2,1,0
61,315,81,11,2,2,0
58,333,36,38,4,0,0
91,901,44,38,7,0,0
24,129,6,26,2,1,0
7,40,3,16,0,1,0
8,71,5,15,3,0,0
6,65,6,12,5,0,0
1,13,0,7,1,0,0
0,5,0,4,0,0,0
10,138,8,6,0,1,0
10,69,2,5,3,0,0
11,203,8,4,1,0,0
2,5,1,2,0,0,0
0,0,1,3,1,0,0
8,72,4,5,2,0,0
15,99,10,4,1,0,0
1,3,0,2,0,0,0
16,172,4,6,2,0,0
6,17,3,8,0,1,0
31,212,14,15,5,2,0
69,856,33,14,3,0,0
57,435,26,18,5,0,0
27,190,7,29,3,0,0
101,1528,40,37,7,0,0
71,485,23,30,5,1,0
12,71,4,19,6,0,0
56,298,16,18,4,1,0
27,292,11,14,4,1,0
39,592,14,13,4,1,0
6,18,4,10,2,0,0
0,9,2,7,2,0,0
4,55,6,8,0,0,0
4,40,4,8,1,0,0
1,5,0,3,1,0,0
0,1,0,1,0,0,0
8,34,3,9,0,0,0
0,4,0,3,0,0,0
29,250,14,3,0,0,0
2,70,9,4,1,0,0
4,59,7,5,1,0,0
12,25,1,3,2,0,0
2,21,1,7,0,0,0
21,87,8,9,3,0,0
9,54,2,11,3,0,0
24,158,21,28,7,1,0
43,200,9,21,4,0,0
36,785,36,16,2,0,0
17,73,3,11,4,1,0
9,53,2,15,5,1,0
494,1518,67,35,11,1,0
110,937,55,32,9,0,0
59,334,31,23,4,0,0
4,42,5,16,5,1,0
4,23,1,7,3,0,0
1,15,1,7,1,0,0
0,3,0,6,1,0,0
13,126,18,10,4,2,0
1,6,0,3,1,0,0
0,3,1,1,0,0,0
15,35,1,5,0,0,0
1,7,1,3,0,0,0
1,9,1,4,0,0,0
0,0,0,2,0,1,0
2,7,1,2,0,0,0
0,0,0,2,0,0,0
19,146,6,10,2,0,0
26,319,16,10,5,0,0
101,909,31,13,5,0,0
30,181,12,17,3,0,0
6,53,4,6,2,0,0
18,56,4,14,3,1,0
7,36,0,10,1,0,0
12,47,2,10,3,1,0
10,44,1,7,2,0,0
4,29,5,11,1,0,0
0,16,1,8,2,0,0
2,1,0,3,0,0,0
0,3,1,3,1,0,0
0,5,0,4,2,0,0
2,9,1,3,1,0,0
2,4,0,1,0,0,0
1,3,0,1,1,0,0
0,0,0,1,0,0,0
2,8,1,4,1,0,0
0,1,0,1,0,0,0
1,2,0,1,0,0,0
4,21,1,2,0,0,0
6,55,3,1,1,0,0
3,10,1,6,1,0,0
1,3,0,3,1,0,0
8,26,3,3,1,0,0
1,6,0,3,0,1,0
0,0,0,1,0,0,0
0,9,0,1,0,0,0
0,2,0,1,0,1,0
3,43,4,3,1,0,0
0,11,1,4,2,0,0
15,78,8,2,0,0,0
0,0,0,1,0,0,0
0,6,4,2,1,0,0
2,13,1,5,2,0,0
4,6,1,2,1,0,0
0,3,1,2,2,0,0
0,2,0,2,0,0,0
0,1,0,1,0,0,0
3,17,2,1,0,0,0
1,1,0,1,0,0,0
18,62,3,2,0,0,0
0,0,0,1,0,0,0
3,19,5,3,1,0,0
3,10,0,4,1,0,0
10,38,5,10,2,0,0
11,34,1,8,3,0,0
5,11,0,3,0,0,0
4,15,0,5,2,1,0
1,3,0,1,0,0,0
4,14,4,2,1,0,0
2,5,1,3,2,0,0
0,0,0,2,2,0,0
2,4,2,5,4,1,0
2,23,4,4,3,0,0
3,10,0,3,1,0,0
31,183,7,2,2,0,0
0,0,0,1,0,0,0
0,3,2,4,2,0,0
2,8,0,3,1,0,0
5,16,0,3,1,0,0
0,0,0,2,1,0,0
3,38,5,6,2,0,0
10,41,3,8,3,0,0
71,306,19,10,4,0,0
52,541,15,20,14,0,0
28,433,16,12,4,2,0
17,98,1,15,6,0,0
24,78,6,13,2,0,0
23,147,17,15,5,0,0
37,210,9,34,13,1,0
13,90,24,17,5,0,0
159,855,114,13,7,0,0
7,51,1,15,7,0,0
77,902,20,14,4,0,0
22,62,0,13,8,1,0
9,36,2,7,5,0,0
1,9,1,7,1,0,0
10,20,1,3,1,0,0
2,10,1,3,1,0,0
0,0,0,1,0,0,0
1,11,1,2,0,0,0
